,I,II,III
1699,-0.07,-0.07,0.0
1700,-0.07,-0.07,0.0
1701,-0.067,-0.07,-0.004
1702,-0.059,-0.067,-0.008
1703,-0.053,-0.065,-0.012
1704,-0.049,-0.065,-0.016
1705,-0.045,-0.065,-0.02
1706,-0.042,-0.065,-0.024
1707,-0.034,-0.062,-0.028
1708,-0.029,-0.059,-0.03
1709,-0.03,-0.06,-0.03
1710,-0.03,-0.06,-0.03
1711,-0.026,-0.056,-0.03
1712,-0.024,-0.054,-0.03
1713,-0.025,-0.055,-0.03
1714,-0.024,-0.054,-0.03
1715,-0.025,-0.055,-0.03
1716,-0.04,-0.07,-0.03
1717,-0.06,-0.09,-0.03
1718,-0.065,-0.095,-0.03
1719,-0.059,-0.089,-0.03
1720,-0.06,-0.09,-0.03
1721,-0.061,-0.091,-0.03
1722,-0.057,-0.087,-0.03
1723,-0.055,-0.085,-0.03
1724,-0.055,-0.085,-0.03
1725,-0.055,-0.085,-0.03
1726,-0.055,-0.085,-0.03
1727,-0.052,-0.082,-0.03
1728,-0.049,-0.079,-0.03
1729,-0.05,-0.08,-0.03
1730,-0.05,-0.08,-0.03
1731,-0.05,-0.08,-0.03
1732,-0.047,-0.077,-0.03
1733,-0.044,-0.074,-0.03
1734,-0.045,-0.075,-0.03
1735,-0.045,-0.075,-0.03
1736,-0.045,-0.071,-0.026
1737,-0.045,-0.07,-0.025
1738,-0.045,-0.07,-0.025
1739,-0.045,-0.07,-0.025
1740,-0.045,-0.07,-0.025
1741,-0.041,-0.066,-0.025
1742,-0.04,-0.065,-0.025
1743,-0.04,-0.065,-0.025
1744,-0.041,-0.065,-0.024
1745,-0.045,-0.065,-0.02
1746,-0.045,-0.065,-0.02
1747,-0.045,-0.065,-0.02
1748,-0.045,-0.065,-0.02
1749,-0.045,-0.065,-0.02
1750,-0.045,-0.065,-0.02
1751,-0.045,-0.065,-0.02
1752,-0.044,-0.065,-0.021
1753,-0.047,-0.065,-0.018
1754,-0.05,-0.065,-0.015
1755,-0.05,-0.065,-0.015
1756,-0.05,-0.065,-0.015
1757,-0.05,-0.065,-0.015
1758,-0.05,-0.065,-0.015
1759,-0.05,-0.065,-0.015
1760,-0.05,-0.065,-0.015
1761,-0.05,-0.065,-0.015
1762,-0.05,-0.065,-0.015
1763,-0.049,-0.065,-0.016
1764,-0.044,-0.065,-0.021
1765,-0.04,-0.065,-0.025
1766,-0.04,-0.065,-0.025
1767,-0.037,-0.065,-0.028
1768,-0.035,-0.065,-0.03
1769,-0.034,-0.065,-0.03
1770,-0.03,-0.065,-0.035
1771,-0.026,-0.065,-0.04
1772,-0.024,-0.064,-0.04
1773,-0.027,-0.069,-0.042
1774,-0.03,-0.076,-0.046
1775,-0.03,-0.075,-0.045
1776,-0.034,-0.075,-0.041
1777,-0.035,-0.075,-0.04
1778,-0.035,-0.075,-0.04
1779,-0.035,-0.075,-0.04
1780,-0.035,-0.075,-0.04
1781,-0.035,-0.075,-0.04
1782,-0.035,-0.075,-0.04
1783,-0.035,-0.075,-0.04
1784,-0.035,-0.075,-0.04
1785,-0.035,-0.075,-0.04
1786,-0.035,-0.075,-0.04
1787,-0.035,-0.075,-0.04
1788,-0.035,-0.075,-0.04
1789,-0.036,-0.075,-0.039
1790,-0.04,-0.075,-0.035
1791,-0.04,-0.075,-0.035
1792,-0.043,-0.078,-0.035
1793,-0.047,-0.082,-0.035
1794,-0.051,-0.086,-0.035
1795,-0.06,-0.095,-0.035
1796,-0.078,-0.113,-0.035
1797,-0.078,-0.113,-0.035
1798,-0.074,-0.109,-0.035
1799,-0.075,-0.11,-0.035
1800,-0.075,-0.11,-0.035
1801,-0.071,-0.106,-0.035
1802,-0.069,-0.104,-0.035
1803,-0.071,-0.106,-0.035
1804,-0.069,-0.104,-0.035
1805,-0.065,-0.1,-0.035
1806,-0.065,-0.1,-0.035
1807,-0.065,-0.1,-0.035
1808,-0.065,-0.1,-0.036
1809,-0.065,-0.099,-0.034
1810,-0.06,-0.095,-0.035
1811,-0.038,-0.095,-0.056
1812,-0.036,-0.095,-0.059
1813,-0.041,-0.095,-0.054
1814,-0.04,-0.095,-0.055
1815,-0.04,-0.095,-0.055
1816,-0.04,-0.095,-0.055
1817,-0.039,-0.095,-0.056
1818,-0.042,-0.095,-0.053
1819,-0.045,-0.095,-0.05
1820,-0.045,-0.095,-0.05
1821,-0.045,-0.095,-0.05
1822,-0.045,-0.095,-0.05
1823,-0.045,-0.095,-0.05
1824,-0.045,-0.095,-0.05
1825,-0.045,-0.095,-0.05
1826,-0.049,-0.095,-0.046
1827,-0.05,-0.095,-0.045
1828,-0.05,-0.095,-0.045
1829,-0.05,-0.095,-0.045
1830,-0.05,-0.095,-0.045
1831,-0.05,-0.095,-0.045
1832,-0.053,-0.095,-0.042
1833,-0.055,-0.095,-0.039
1834,-0.055,-0.095,-0.04
1835,-0.055,-0.095,-0.04
1836,-0.054,-0.094,-0.04
1837,-0.059,-0.099,-0.04
1838,-0.058,-0.099,-0.04
1839,-0.064,-0.103,-0.039
1840,-0.085,-0.12,-0.035
1841,-0.082,-0.117,-0.035
1842,-0.08,-0.115,-0.035
1843,-0.078,-0.113,-0.035
1844,-0.075,-0.11,-0.035
1845,-0.075,-0.11,-0.035
1846,-0.071,-0.106,-0.035
1847,-0.068,-0.105,-0.037
1848,-0.06,-0.103,-0.043
1849,-0.064,-0.108,-0.044
1850,-0.085,-0.125,-0.04
1851,-0.082,-0.122,-0.04
1852,-0.08,-0.12,-0.04
1853,-0.078,-0.118,-0.04
1854,-0.075,-0.115,-0.04
1855,-0.075,-0.115,-0.04
1856,-0.075,-0.111,-0.036
1857,-0.076,-0.11,-0.035
1858,-0.073,-0.108,-0.035
1859,-0.07,-0.105,-0.035
1860,-0.07,-0.105,-0.035
1861,-0.066,-0.101,-0.035
1862,-0.065,-0.1,-0.036
1863,-0.064,-0.097,-0.033
1864,-0.059,-0.088,-0.03
1865,-0.055,-0.085,-0.03
1866,-0.052,-0.082,-0.03
1867,-0.045,-0.075,-0.03
1868,-0.052,-0.082,-0.03
1869,-0.077,-0.106,-0.029
1870,-0.095,-0.12,-0.025
1871,-0.084,-0.109,-0.025
1872,-0.073,-0.098,-0.025
1873,-0.067,-0.092,-0.025
1874,-0.057,-0.082,-0.025
1875,-0.045,-0.07,-0.025
1876,-0.037,-0.062,-0.025
1877,-0.029,-0.054,-0.025
1878,-0.022,-0.047,-0.025
1879,-0.02,-0.045,-0.025
1880,-0.02,-0.045,-0.025
1881,-0.02,-0.045,-0.025
1882,-0.017,-0.042,-0.025
1883,-0.014,-0.039,-0.025
1884,-0.016,-0.04,-0.024
1885,-0.02,-0.04,-0.02
1886,-0.014,-0.032,-0.018
1887,0.009,-0.026,-0.035
1888,0.026,-0.024,-0.05
1889,0.032,-0.018,-0.05
1890,0.04,-0.01,-0.05
1891,0.044,-0.006,-0.05
1892,0.047,-0.003,-0.05
1893,0.056,0.006,-0.05
1894,0.075,0.025,-0.05
1895,0.09,0.04,-0.05
1896,0.083,0.033,-0.05
1897,0.076,0.023,-0.053
1898,0.074,0.018,-0.056
1899,0.068,0.013,-0.055
1900,0.06,0.005,-0.055
1901,0.052,-0.003,-0.055
1902,0.045,-0.01,-0.055
1903,0.05,-0.006,-0.055
1904,0.063,0.009,-0.054
1905,0.07,0.015,-0.055
1906,0.072,0.003,-0.068
1907,0.059,-0.006,-0.066
1908,0.041,-0.016,-0.057
1909,0.027,-0.027,-0.054
1910,0.015,-0.035,-0.05
1911,-0.005,-0.047,-0.042
1912,-0.02,-0.057,-0.037
1913,-0.029,-0.062,-0.033
1914,-0.036,-0.066,-0.03
1915,-0.04,-0.07,-0.03
1916,-0.044,-0.074,-0.03
1917,-0.047,-0.078,-0.03
1918,-0.054,-0.083,-0.029
1919,-0.07,-0.102,-0.032
1920,-0.08,-0.13,-0.05
1921,-0.059,-0.127,-0.068
1922,-0.056,-0.124,-0.068
1923,-0.062,-0.126,-0.064
1924,-0.059,-0.124,-0.065
1925,-0.055,-0.12,-0.065
1926,-0.055,-0.12,-0.065
1927,-0.055,-0.12,-0.065
1928,-0.056,-0.12,-0.065
1929,-0.054,-0.119,-0.065
1930,-0.05,-0.115,-0.065
1931,-0.054,-0.115,-0.061
1932,-0.055,-0.115,-0.06
1933,-0.055,-0.115,-0.06
1934,-0.054,-0.114,-0.06
1935,-0.05,-0.11,-0.06
1936,-0.05,-0.11,-0.06
1937,-0.051,-0.111,-0.06
1938,-0.048,-0.108,-0.06
1939,-0.045,-0.105,-0.059
1940,-0.05,-0.105,-0.055
1941,-0.05,-0.105,-0.055
1942,-0.05,-0.106,-0.055
1943,-0.048,-0.103,-0.055
1944,-0.045,-0.1,-0.055
1945,-0.045,-0.1,-0.055
1946,-0.044,-0.099,-0.055
1947,-0.049,-0.103,-0.054
1948,-0.032,-0.09,-0.058
1949,-0.015,-0.065,-0.05
1950,-0.03,-0.045,-0.015
1951,-0.024,-0.009,0.015
1952,-0.005,0.024,0.029
1953,0.031,0.077,0.046
1954,0.093,0.163,0.07
1955,0.165,0.255,0.09
1956,0.225,0.349,0.124
1957,0.329,0.46,0.132
1958,0.461,0.597,0.136
1959,0.558,0.748,0.19
1960,0.61,0.905,0.295
1961,0.676,1.068,0.393
1962,0.673,1.155,0.481
1963,0.561,1.146,0.585
1964,0.421,1.126,0.705
1965,0.33,1.09,0.76
1966,0.223,0.868,0.645
1967,0.114,0.651,0.537
1968,0.019,0.48,0.461
1969,-0.057,0.333,0.389
1970,-0.11,0.22,0.33
1971,-0.138,0.111,0.249
1972,-0.138,0.046,0.183
1973,-0.136,-0.012,0.124
1974,-0.131,-0.054,0.077
1975,-0.105,-0.04,0.065
1976,-0.088,-0.035,0.053
1977,-0.077,-0.037,0.041
1978,-0.092,-0.064,0.029
1979,-0.12,-0.102,0.018
1980,-0.13,-0.12,0.01
1981,-0.145,-0.143,0.002
1982,-0.162,-0.168,-0.006
1983,-0.161,-0.175,-0.014
1984,-0.147,-0.169,-0.022
1985,-0.14,-0.17,-0.03
1986,-0.128,-0.166,-0.038
1987,-0.121,-0.164,-0.043
1988,-0.119,-0.166,-0.047
1989,-0.113,-0.164,-0.051
1990,-0.105,-0.16,-0.055
1991,-0.106,-0.16,-0.054
1992,-0.096,-0.161,-0.065
1993,-0.088,-0.158,-0.07
1994,-0.09,-0.155,-0.064
1995,-0.09,-0.155,-0.065
1996,-0.09,-0.155,-0.065
1997,-0.087,-0.152,-0.065
1998,-0.084,-0.149,-0.065
1999,-0.085,-0.15,-0.065
2000,-0.085,-0.15,-0.065
2001,-0.081,-0.146,-0.065
2002,-0.08,-0.145,-0.065
2003,-0.078,-0.143,-0.065
2004,-0.075,-0.14,-0.065
2005,-0.075,-0.14,-0.065
2006,-0.071,-0.136,-0.065
2007,-0.07,-0.135,-0.065
2008,-0.068,-0.133,-0.066
2009,-0.066,-0.13,-0.064
2010,-0.065,-0.13,-0.065
2011,-0.039,-0.126,-0.086
2012,-0.036,-0.125,-0.089
2013,-0.04,-0.123,-0.084
2014,-0.034,-0.119,-0.085
2015,-0.035,-0.12,-0.085
2016,-0.036,-0.12,-0.085
2017,-0.032,-0.117,-0.085
2018,-0.029,-0.114,-0.085
2019,-0.03,-0.115,-0.085
2020,-0.03,-0.115,-0.085
2021,-0.026,-0.111,-0.085
2022,-0.025,-0.11,-0.085
2023,-0.025,-0.11,-0.085
2024,-0.025,-0.11,-0.085
2025,-0.025,-0.11,-0.085
2026,-0.021,-0.106,-0.085
2027,-0.017,-0.102,-0.085
2028,-0.013,-0.098,-0.085
2029,-0.009,-0.094,-0.085
2030,-0.005,-0.09,-0.085
2031,-0.001,-0.086,-0.085
2032,0.003,-0.082,-0.085
2033,-0.008,-0.093,-0.085
2034,-0.021,-0.106,-0.085
2035,-0.015,-0.1,-0.085
2036,-0.011,-0.096,-0.085
2037,-0.007,-0.092,-0.085
2038,-0.005,-0.09,-0.085
2039,-0.004,-0.089,-0.085
2040,0.0,-0.085,-0.085
2041,0.004,-0.081,-0.085
2042,0.006,-0.08,-0.086
2043,0.005,-0.079,-0.083
2044,0.015,-0.074,-0.088
2045,0.035,-0.07,-0.105
2046,0.035,-0.071,-0.106
2047,0.04,-0.064,-0.105
2048,0.047,-0.058,-0.105
2049,0.052,-0.053,-0.105
2050,0.06,-0.045,-0.105
2051,0.064,-0.041,-0.105
2052,0.071,-0.034,-0.105
2053,0.078,-0.027,-0.105
2054,0.081,-0.024,-0.105
2055,0.085,-0.02,-0.105
2056,0.089,-0.016,-0.105
2057,0.093,-0.012,-0.105
2058,0.097,-0.008,-0.105
2059,0.101,-0.004,-0.105
2060,0.105,0.0,-0.105
2061,0.104,-0.001,-0.105
2062,0.111,0.006,-0.105
2063,0.117,0.012,-0.105
2064,0.122,0.017,-0.105
2065,0.13,0.025,-0.105
2066,0.134,0.029,-0.105
2067,0.141,0.036,-0.105
2068,0.147,0.042,-0.105
2069,0.152,0.047,-0.105
2070,0.165,0.06,-0.105
2071,0.173,0.068,-0.105
2072,0.183,0.077,-0.106
2073,0.199,0.098,-0.102
2074,0.211,0.118,-0.093
2075,0.21,0.12,-0.09
2076,0.221,0.134,-0.086
2077,0.237,0.158,-0.079
2078,0.252,0.18,-0.072
2079,0.261,0.192,-0.069
2080,0.26,0.195,-0.065
2081,0.255,0.195,-0.061
2082,0.256,0.196,-0.06
2083,0.251,0.193,-0.058
2084,0.253,0.198,-0.055
2085,0.27,0.215,-0.055
2086,0.267,0.216,-0.051
2087,0.262,0.212,-0.05
2088,0.271,0.223,-0.048
2089,0.281,0.236,-0.045
2090,0.275,0.23,-0.045
2091,0.266,0.226,-0.041
2092,0.262,0.222,-0.04
2093,0.256,0.218,-0.038
2094,0.249,0.214,-0.035
2095,0.245,0.21,-0.035
2096,0.238,0.207,-0.031
2097,0.226,0.196,-0.03
2098,0.214,0.186,-0.028
2099,0.202,0.177,-0.025
2100,0.19,0.165,-0.025
2101,0.182,0.157,-0.025
2102,0.171,0.146,-0.026
2103,0.159,0.136,-0.023
2104,0.147,0.127,-0.02
2105,0.135,0.115,-0.02
2106,0.127,0.107,-0.02
2107,0.12,0.1,-0.021
2108,0.107,0.089,-0.018
2109,0.092,0.077,-0.015
2110,0.085,0.07,-0.015
2111,0.078,0.063,-0.015
2112,0.064,0.049,-0.015
2113,0.046,0.031,-0.015
2114,0.032,0.018,-0.014
2115,0.025,0.015,-0.01
2116,0.021,0.011,-0.01
2117,0.017,0.007,-0.01
2118,0.013,0.003,-0.01
2119,0.008,-0.001,-0.009
2120,0.0,-0.005,-0.005
2121,-0.004,-0.008,-0.005
2122,-0.013,-0.018,-0.005
2123,-0.026,-0.031,-0.005
2124,-0.038,-0.043,-0.005
2125,-0.05,-0.055,-0.005
2126,-0.06,-0.069,-0.009
2127,-0.053,-0.066,-0.013
2128,-0.038,-0.054,-0.017
2129,-0.038,-0.059,-0.022
2130,-0.055,-0.08,-0.025
2131,-0.063,-0.077,-0.014
2132,-0.074,-0.074,-0.001
2133,-0.069,-0.075,-0.007
2134,-0.044,-0.075,-0.032
2135,-0.025,-0.075,-0.05
2136,-0.024,-0.071,-0.047
2137,-0.026,-0.07,-0.044
2138,-0.024,-0.07,-0.046
2139,-0.026,-0.07,-0.044
2140,-0.03,-0.07,-0.04
2141,-0.026,-0.066,-0.04
2142,-0.024,-0.065,-0.041
2143,-0.027,-0.065,-0.038
2144,-0.03,-0.065,-0.035
2145,-0.03,-0.065,-0.035
2146,-0.03,-0.065,-0.035
2147,-0.03,-0.062,-0.032
2148,-0.03,-0.059,-0.029
2149,-0.03,-0.06,-0.03
2150,-0.03,-0.06,-0.03
2151,-0.035,-0.06,-0.026
2152,-0.032,-0.057,-0.024
2153,-0.029,-0.055,-0.026
2154,-0.031,-0.055,-0.024
2155,-0.035,-0.055,-0.02
2156,-0.036,-0.056,-0.02
2157,-0.032,-0.052,-0.021
2158,-0.047,-0.065,-0.018
2159,-0.067,-0.081,-0.015
2160,-0.06,-0.075,-0.015
2161,-0.059,-0.074,-0.015
2162,-0.061,-0.075,-0.014
2163,-0.056,-0.075,-0.018
2164,-0.049,-0.075,-0.027
2165,-0.045,-0.075,-0.03
2166,-0.037,-0.071,-0.034
2167,-0.031,-0.07,-0.039
2168,-0.032,-0.07,-0.038
2169,-0.035,-0.07,-0.035
2170,-0.035,-0.07,-0.035
2171,-0.039,-0.07,-0.031
2172,-0.04,-0.071,-0.03
2173,-0.04,-0.068,-0.028
2174,-0.04,-0.065,-0.024
2175,-0.04,-0.065,-0.025
2176,-0.04,-0.065,-0.026
2177,-0.043,-0.065,-0.022
2178,-0.046,-0.065,-0.02
2179,-0.045,-0.064,-0.019
2180,-0.045,-0.06,-0.015
2181,-0.045,-0.06,-0.015
2182,-0.048,-0.06,-0.012
2183,-0.05,-0.06,-0.01
2184,-0.05,-0.06,-0.01
2185,-0.05,-0.06,-0.01
2186,-0.043,-0.06,-0.017
2187,-0.029,-0.057,-0.028
2188,-0.026,-0.055,-0.029
2189,-0.03,-0.054,-0.024
2190,-0.025,-0.05,-0.025
2191,-0.025,-0.05,-0.025
2192,-0.026,-0.051,-0.025
2193,-0.023,-0.048,-0.025
2194,-0.02,-0.045,-0.025
2195,-0.02,-0.045,-0.025
2196,-0.016,-0.041,-0.025
2197,-0.014,-0.039,-0.025
2198,-0.016,-0.041,-0.025
2199,-0.014,-0.039,-0.025
2200,-0.01,-0.035,-0.025
2201,-0.009,-0.035,-0.025
2202,-0.013,-0.035,-0.022
2203,-0.016,-0.035,-0.019
2204,-0.015,-0.035,-0.02
2205,-0.015,-0.035,-0.02
2206,-0.016,-0.036,-0.02
2207,-0.01,-0.03,-0.02
2208,0.002,-0.018,-0.02
2209,0.002,-0.018,-0.02
2210,-0.02,-0.04,-0.02
2211,-0.038,-0.058,-0.02
2212,-0.038,-0.058,-0.02
2213,-0.034,-0.054,-0.02
2214,-0.035,-0.055,-0.02
2215,-0.035,-0.055,-0.02
2216,-0.035,-0.055,-0.02
2217,-0.035,-0.055,-0.02
2218,-0.035,-0.055,-0.02
2219,-0.035,-0.055,-0.02
2220,-0.035,-0.055,-0.02
2221,-0.035,-0.055,-0.02
2222,-0.035,-0.055,-0.02
2223,-0.035,-0.055,-0.02
2224,-0.035,-0.055,-0.02
2225,-0.035,-0.055,-0.02
2226,-0.035,-0.055,-0.02
2227,-0.035,-0.055,-0.02
2228,-0.034,-0.055,-0.021
2229,-0.029,-0.055,-0.026
2230,-0.025,-0.055,-0.03
2231,-0.025,-0.055,-0.03
2232,-0.025,-0.055,-0.03
2233,-0.025,-0.055,-0.03
2234,-0.025,-0.055,-0.03
2235,-0.025,-0.055,-0.03
2236,-0.025,-0.055,-0.03
2237,-0.026,-0.056,-0.03
2238,-0.023,-0.053,-0.03
2239,-0.028,-0.058,-0.03
2240,-0.045,-0.075,-0.03
2241,-0.05,-0.08,-0.03
2242,-0.05,-0.08,-0.03
2243,-0.05,-0.08,-0.03
2244,-0.05,-0.08,-0.03
2245,-0.05,-0.08,-0.03
2246,-0.05,-0.08,-0.03
2247,-0.05,-0.08,-0.03
2248,-0.05,-0.08,-0.03
2249,-0.05,-0.08,-0.03
2250,-0.05,-0.08,-0.03
2251,-0.05,-0.08,-0.03
2252,-0.05,-0.08,-0.03
2253,-0.05,-0.08,-0.03
2254,-0.05,-0.08,-0.03
2255,-0.05,-0.08,-0.03
2256,-0.05,-0.08,-0.03
2257,-0.049,-0.08,-0.031
2258,-0.052,-0.08,-0.028
2259,-0.056,-0.08,-0.024
2260,-0.055,-0.08,-0.025
2261,-0.054,-0.08,-0.026
2262,-0.058,-0.08,-0.022
2263,-0.045,-0.08,-0.035
2264,-0.028,-0.08,-0.052
2265,-0.03,-0.08,-0.05
2266,-0.03,-0.08,-0.05
2267,-0.03,-0.081,-0.05
2268,-0.028,-0.078,-0.05
2269,-0.025,-0.075,-0.05
2270,-0.025,-0.075,-0.05
2271,-0.025,-0.075,-0.05
2272,-0.025,-0.075,-0.05
2273,-0.025,-0.075,-0.05
2274,-0.025,-0.075,-0.05
2275,-0.025,-0.075,-0.05
2276,-0.025,-0.075,-0.05
2277,-0.025,-0.075,-0.05
2278,-0.025,-0.075,-0.05
2279,-0.025,-0.075,-0.05
2280,-0.025,-0.075,-0.05
2281,-0.025,-0.075,-0.05
2282,-0.025,-0.075,-0.05
2283,-0.025,-0.075,-0.05
2284,-0.025,-0.075,-0.05
2285,-0.025,-0.075,-0.05
2286,-0.025,-0.075,-0.05
2287,-0.025,-0.075,-0.05
2288,-0.025,-0.075,-0.05
2289,-0.024,-0.074,-0.05
2290,-0.025,-0.075,-0.05
2291,-0.042,-0.092,-0.05
2292,-0.047,-0.094,-0.047
2293,-0.044,-0.089,-0.044
2294,-0.045,-0.09,-0.045
2295,-0.045,-0.09,-0.045
2296,-0.041,-0.086,-0.045
2297,-0.039,-0.084,-0.046
2298,-0.042,-0.086,-0.043
2299,-0.045,-0.084,-0.04
2300,-0.04,-0.08,-0.04
2301,-0.04,-0.08,-0.04
2302,-0.041,-0.081,-0.04
2303,-0.037,-0.077,-0.04
2304,-0.046,-0.086,-0.04
2305,-0.075,-0.115,-0.04
2306,-0.076,-0.112,-0.036
2307,-0.074,-0.109,-0.035
2308,-0.076,-0.111,-0.035
2309,-0.074,-0.109,-0.035
2310,-0.07,-0.105,-0.035
2311,-0.069,-0.105,-0.035
2312,-0.074,-0.106,-0.032
2313,-0.074,-0.103,-0.029
2314,-0.069,-0.1,-0.03
2315,-0.07,-0.1,-0.03
2316,-0.071,-0.1,-0.03
2317,-0.067,-0.097,-0.03
2318,-0.065,-0.094,-0.029
2319,-0.064,-0.095,-0.031
2320,-0.06,-0.095,-0.035
2321,-0.06,-0.091,-0.031
2322,-0.06,-0.089,-0.029
2323,-0.06,-0.091,-0.03
2324,-0.059,-0.089,-0.03
2325,-0.055,-0.085,-0.03
2326,-0.054,-0.085,-0.03
2327,-0.059,-0.086,-0.027
2328,-0.059,-0.083,-0.024
2329,-0.055,-0.08,-0.025
2330,-0.055,-0.08,-0.025
2331,-0.055,-0.08,-0.025
2332,-0.056,-0.081,-0.025
2333,-0.05,-0.075,-0.025
2334,-0.038,-0.062,-0.024
2335,-0.035,-0.055,-0.02
2336,-0.028,-0.048,-0.02
2337,-0.014,-0.034,-0.02
2338,-0.03,-0.049,-0.02
2339,-0.067,-0.088,-0.02
2340,-0.08,-0.1,-0.02
2341,-0.077,-0.093,-0.016
2342,-0.069,-0.084,-0.015
2343,-0.061,-0.076,-0.015
2344,-0.053,-0.068,-0.015
2345,-0.045,-0.06,-0.015
2346,-0.038,-0.053,-0.015
2347,-0.025,-0.041,-0.016
2348,-0.036,-0.047,-0.011
2349,-0.057,-0.061,-0.004
2350,-0.05,-0.05,0.0
2351,-0.05,-0.042,0.008
2352,-0.048,-0.034,0.014
2353,-0.04,-0.026,0.014
2354,-0.027,-0.018,0.009
2355,-0.015,-0.01,0.005
2356,-0.005,0.0,0.005
2357,-0.011,-0.009,0.002
2358,-0.032,-0.032,0.0
2359,-0.037,-0.038,0.0
2360,-0.005,-0.01,-0.005
2361,0.027,0.017,-0.01
2362,0.027,0.017,-0.01
2363,0.033,0.021,-0.012
2364,0.062,0.046,-0.016
2365,0.075,0.06,-0.015
2366,0.056,0.049,-0.007
2367,0.039,0.038,-0.001
2368,0.03,0.032,0.002
2369,0.016,0.022,0.007
2370,0.0,0.01,0.01
2371,0.0,0.002,0.002
2372,-0.002,-0.008,-0.006
2373,0.008,-0.006,-0.014
2374,0.03,0.008,-0.021
2375,0.045,0.015,-0.03
2376,0.064,0.008,-0.057
2377,0.086,-0.001,-0.088
2378,0.084,-0.009,-0.093
2379,0.059,-0.017,-0.076
2380,0.04,-0.025,-0.065
2381,0.02,-0.033,-0.053
2382,0.001,-0.042,-0.043
2383,-0.008,-0.045,-0.037
2384,-0.002,-0.037,-0.035
2385,0.0,-0.035,-0.035
2386,-0.029,-0.064,-0.035
2387,-0.041,-0.076,-0.036
2388,-0.041,-0.074,-0.033
2389,-0.046,-0.075,-0.03
2390,-0.045,-0.075,-0.03
2391,-0.043,-0.073,-0.03
2392,-0.058,-0.087,-0.03
2393,-0.067,-0.097,-0.03
2394,-0.065,-0.095,-0.029
2395,-0.07,-0.095,-0.025
2396,-0.07,-0.095,-0.025
2397,-0.07,-0.095,-0.025
2398,-0.07,-0.095,-0.025
2399,-0.071,-0.095,-0.024
2400,-0.075,-0.095,-0.02
2401,-0.075,-0.095,-0.02
2402,-0.075,-0.095,-0.02
2403,-0.075,-0.096,-0.02
2404,-0.074,-0.094,-0.02
2405,-0.075,-0.095,-0.02
2406,-0.088,-0.112,-0.024
2407,-0.086,-0.111,-0.025
2408,-0.077,-0.102,-0.025
2409,-0.074,-0.099,-0.025
2410,-0.07,-0.095,-0.025
2411,-0.066,-0.091,-0.025
2412,-0.062,-0.087,-0.025
2413,-0.059,-0.084,-0.025
2414,-0.053,-0.078,-0.025
2415,-0.04,-0.065,-0.025
2416,-0.029,-0.053,-0.024
2417,-0.012,-0.04,-0.028
2418,-0.018,-0.033,-0.016
2419,-0.03,-0.018,0.012
2420,-0.01,0.025,0.035
2421,0.01,0.065,0.054
2422,0.033,0.112,0.079
2423,0.073,0.171,0.098
2424,0.13,0.237,0.107
2425,0.2,0.315,0.115
2426,0.301,0.42,0.12
2427,0.423,0.544,0.121
2428,0.56,0.694,0.134
2429,0.672,0.853,0.181
2430,0.735,1.0,0.265
2431,0.791,1.139,0.348
2432,0.765,1.18,0.415
2433,0.665,1.205,0.54
2434,0.535,1.217,0.682
2435,0.395,1.1,0.705
2436,0.273,0.888,0.615
2437,0.161,0.697,0.536
2438,0.05,0.518,0.468
2439,-0.028,0.356,0.384
2440,-0.055,0.255,0.31
2441,-0.082,0.168,0.25
2442,-0.082,0.107,0.189
2443,-0.104,0.049,0.153
2444,-0.139,0.003,0.142
2445,-0.13,-0.005,0.125
2446,-0.126,-0.017,0.109
2447,-0.122,-0.028,0.093
2448,-0.12,-0.043,0.077
2449,-0.11,-0.048,0.062
2450,-0.09,-0.04,0.05
2451,-0.1,-0.066,0.034
2452,-0.114,-0.094,0.02
2453,-0.112,-0.1,0.012
2454,-0.103,-0.094,0.009
2455,-0.1,-0.095,0.005
2456,-0.1,-0.095,0.005
2457,-0.097,-0.095,0.002
2458,-0.093,-0.093,0.0
2459,-0.089,-0.09,-0.001
2460,-0.085,-0.09,-0.005
2461,-0.085,-0.09,-0.005
2462,-0.082,-0.09,-0.007
2463,-0.078,-0.09,-0.013
2464,-0.074,-0.089,-0.015
2465,-0.07,-0.085,-0.015
2466,-0.065,-0.085,-0.019
2467,-0.065,-0.085,-0.02
2468,-0.063,-0.085,-0.022
2469,-0.061,-0.085,-0.025
2470,-0.06,-0.085,-0.025
2471,-0.039,-0.081,-0.042
2472,-0.036,-0.08,-0.044
2473,-0.039,-0.078,-0.039
2474,-0.034,-0.074,-0.04
2475,-0.035,-0.075,-0.04
2476,-0.04,-0.075,-0.036
2477,-0.037,-0.072,-0.034
2478,-0.034,-0.069,-0.036
2479,-0.036,-0.07,-0.034
2480,-0.04,-0.07,-0.03
2481,-0.036,-0.066,-0.03
2482,-0.034,-0.064,-0.031
2483,-0.037,-0.066,-0.028
2484,-0.04,-0.064,-0.025
2485,-0.035,-0.06,-0.025
2486,-0.034,-0.06,-0.025
2487,-0.039,-0.061,-0.022
2488,-0.039,-0.058,-0.019
2489,-0.034,-0.055,-0.02
2490,-0.035,-0.055,-0.02
2491,-0.04,-0.055,-0.016
2492,-0.037,-0.052,-0.014
2493,-0.034,-0.049,-0.016
2494,-0.036,-0.05,-0.014
2495,-0.04,-0.05,-0.01
2496,-0.036,-0.046,-0.01
